user_id,recomendations
76561198064304806,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
TomoeMamiewe,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198057086148,"['Total War™: ROME II - Emperor Edition', 'DayZ', 'Team Fortress 2']"
Acidius99,"['Counter-Strike: Global Offensive', 'Far Cry 3', 'Team Fortress 2']"
acorn13,"['Grand Theft Auto V', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
adamcookie,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
AddzyTheBaddzy,"['Just Cause 2: Multiplayer Mod', 'Brawlhalla', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
mrfunkyjunkie,['Team Fortress 2']
mradobe7,"[""No Man's Sky"", 'Counter-Strike: Global Offensive', 'Rust', 'Warframe']"
76561198167207237,"['Portal 2', 'Goat Simulator', 'Undertale', 'Team Fortress 2', ""Garry's Mod""]"
cancerkek,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198073508075,"['Call of Duty: World at War', 'Scribblenauts Unlimited', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198074323290,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
76561198090899557,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
advenger95,"['Fallout 3: Game of the Year Edition', 'Sleeping Dogs: Definitive Edition', 'Counter-Strike: Global Offensive', 'Fallout 4']"
EndAtHallow,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198063624801,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
aeryal,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198070263209,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198015968275,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Agiegamma,"['Loadout', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198082614708,"['Blockland', 'Unturned', 'Dying Light', ""Garry's Mod""]"
Agronoth,"['Terraria', 'Super Hexagon', 'ORION: Prelude', 'Team Fortress 2']"
UnholyFallenAngel,"['World of Guns: Gun Disassembly', 'Resident Evil 6 / Biohazard 6', 'Team Fortress 2', 'THE KING OF FIGHTERS XIII STEAM EDITION', 'Counter-Strike: Global Offensive']"
76561198068565589,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
SlutOnTheSpit,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
WestyGaming,"['Cry of Fear', 'Team Fortress 2', 'No More Room in Hell', ""Garry's Mod""]"
NaruseAiria,"['Just Cause 2: Multiplayer Mod', 'Project Zomboid', 'Double Action: Boogaloo', ""Garry's Mod"", 'Team Fortress 2']"
76561198067713802,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Soldier Front 2']"
76561198187212131,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198044678148,"['Elisa: The Innkeeper - Prequel', 'Montaro', ""Garry's Mod"", 'Blacklight: Retribution']"
Alex680,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
alansiulun,"['Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
Albolah,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198003056556,"['Surgeon Simulator', 'Team Fortress 2', ""What's under your blanket !?"", 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
maxpaynepillkiller,"['Life is Strange - Episode 1', 'Saints Row: The Third', 'Middle-earth™: Shadow of Mordor™', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
AlexNoClutch,"['Castle Story', 'Dead Bits', 'Game Dev Tycoon', ""Garry's Mod"", 'Hurtworld']"
Alexwai04,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198095481910,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198164545985,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
AlkalineDeath,"[""Wasteland 2: Director's Cut"", ""Baldur's Gate: Enhanced Edition"", 'Cities: Skylines', 'Fallout 4']"
76561198075935236,"['The Binding of Isaac: Rebirth', 'Counter-Strike: Global Offensive', 'The Binding of Isaac', 'Team Fortress 2']"
mintifreshbadger,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
AlpacaRevolution,"['ARK: Survival Evolved', 'FTL: Faster Than Light', 'Star Trek Online', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
AlphaBryn444,"['Interstellar Marines', 'Counter-Strike: Global Offensive', 'Borderlands 2', 'Tactical Intervention']"
76561198071952798,"['Dishonored', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198009001563,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198016753953,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
smegmyfoodle,"['Besiege', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'ARK: Survival Evolved']"
76561198057869849,"['Stranded Deep', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'DayZ']"
76561198058836921,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
lol_ursuchanoob,"[""Garry's Mod"", 'Team Fortress 2', 'Crysis', 'Counter-Strike: Global Offensive']"
AMV72,"['Batman™: Arkham Origins', 'PAYDAY™ The Heist', 'To the Moon', 'Team Fortress 2', 'BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien']"
76561198069170979,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198085956238,"['Ace of Spades: Battle Builder', 'Stronghold Kingdoms', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198132540690,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Kerbal Space Program']"
711armageddoncarmageddon,"['Terraria', 'Team Fortress 2', 'Saints Row 2', 'Counter-Strike: Global Offensive', ""Monaco: What's Yours Is Mine""]"
76561198034868596,"['FINAL FANTASY X/X-2 HD Remaster', 'Vertiginous Golf', 'Blacklight: Retribution', 'XCOM: Enemy Unknown', 'Gaokao.Love.100Days']"
Andraison,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198055790408,"['Crusader Kings II', 'Unturned', 'Fallout: New Vegas', 'FTL: Faster Than Light']"
76561198069560699,"['Left 4 Dead 2', 'BioShock Infinite', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198099625419,"['Warframe', 'Half-Life 2', 'Team Fortress 2', 'Batman: Arkham City - Game of the Year Edition', 'State of Decay']"
76561198084032274,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
Angrovar,"['SPORE™', 'Team Fortress 2', 'Chivalry: Medieval Warfare']"
AngryAinsley,"['Double Action: Boogaloo', 'Counter-Strike: Global Offensive']"
uradumbtit,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198037038784,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
IKillNoobsFirst,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198037888300,"['fault - milestone two side:above', 'Valkyria Chronicles™', 'Darkest Dungeon®', 'Warhammer 40,000: Regicide', 'fault - milestone one']"
1234865654,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198040925596,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198084123358,"['Star Trek Online', 'Mount &amp; Blade: Warband', 'Unturned', 'Call of Duty®: Advanced Warfare - Gold Edition']"
Apachehavoc,"['Arma 3', 'Counter-Strike: Global Offensive', 'DayZ', ""Garry's Mod"", 'Rust']"
ApexNZ,"['Super Hexagon', 'Stranded Deep', 'Sleeping Dogs', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198039441595,"['Emily is Away', 'POSTAL 2', ""Monaco: What's Yours Is Mine"", 'Team Fortress 2']"
76561198036687918,"['Fallout 4', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
benjamin27,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
AppoGetsSuperAdmin,"['Team Fortress 2', 'ORION: Prelude', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198071475367,"['Midnight Club 2', 'Signs of Life', 'Villagers and Heroes', 'Dragons and Titans', 'Final Rush']"
76561198049916759,"['Grim Dawn', 'Card Hunter', 'Terraria', 'DARK SOULS™: Prepare To Die™ Edition']"
76561198065064829,"['Chivalry: Medieval Warfare', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Unturned']"
XABLAUziitu,"['Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Realm of the Mad God']"
76561198012909706,"['Dungeonland', 'Robocraft', 'Terraria', 'Lethal League']"
dragonchief,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198040530605,"['Team Fortress 2', ""Sid Meier's Civilization® V"", 'PlanetSide 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561197974500703,"['The Binding of Isaac', 'Just Cause 2', 'Bastion', 'Alien Swarm', 'Team Fortress 2']"
76561198047185525,"['Desktop Dungeons', 'Puzzle Pirates', ""Squirt's Adventure"", 'Final Rush']"
sweep6060,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
bilyitu,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198021244661,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198088538797,"['Blacklight: Retribution', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'PlanetSide 2', 'Warframe']"
deployablearchnagel,"['Fistful of Frags', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
rotflmaoman,"['The Binding of Isaac: Afterbirth', 'Plants vs. Zombies GOTY Edition', 'Crypt of the NecroDancer', 'Undertale', 'The Binding of Isaac: Rebirth']"
armouredmarshmallow,"['Warframe', 'Team Fortress 2', 'Alien Swarm', 'Counter-Strike: Global Offensive']"
76561198020928326,"['Half-Life', 'Half-Life 2', 'Team Fortress 2', ""Garry's Mod"", 'Fistful of Frags']"
Array71,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Rust']"
76561198039874575,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
arronlim13,"['Spiral Knights', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
ARTHERDUNGER10,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Mackus1011,"['Starbound', 'Fallout: New Vegas', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198041877981,"['State of Decay', 'Team Fortress 2', 'Rust', 'Left 4 Dead 2']"
ARZARNAR,"['Kerbal Space Program', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
darkmassieh,"[""Garry's Mod"", 'Arma 3', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Robocraft']"
asianturtlefrenzy,"['Free to Play', 'RWBY: Grimm Eclipse', 'Kingdom Rush', 'Endless Legend™']"
blowjobsfurdayzandgayz,"['Team Fortress 2', 'Emily is Away', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198082992295,"['Team Fortress 2', ""Garry's Mod"", 'Warframe', 'Counter-Strike: Global Offensive']"
LaLocaDeLosDulces,"['Counter-Strike: Condition Zero', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'DLC Quest']"
76561198064352761,['Counter-Strike: Source']
assassin_warman,"['Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Astrelt,"['Team Fortress 2', ""Garry's Mod"", 'Warframe', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198091740831,"['Scrap Mechanic', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'PlanetSide 2', 'Boo Bunny Plague']"
AtomicWoodchuck,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
omgihaveawebpage,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Portal 2', 'Unturned']"
Swish0009,"['Warframe', 'Chivalry: Medieval Warfare', 'Tomb Raider', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Aurora99,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Terraria', 'Left 4 Dead 2']"
76561198053071988,"['Grand Theft Auto V', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198083375450,"['Fallout 4', 'Defiance', 'Fallen Earth Free2Play', 'Counter-Strike: Global Offensive']"
scroopy22,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198078730600,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
auzmoz,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization®: Beyond Earth™""]"
auzzie_96,"['Endless Legend™', 'Mount &amp; Blade: Warband', 'PlanetSide 2', 'Saints Row: The Third']"
fatrangacuntnolifevirgin,"['Call of Duty®: Black Ops II', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Warframe', 'Call of Duty®: Advanced Warfare - Gold Edition']"
76561198064150679,"['The Witcher 2: Assassins of Kings Enhanced Edition', 'Counter-Strike: Global Offensive', 'Borderlands 2', ""The Witcher: Enhanced Edition Director's Cut""]"
76561198110293299,"['Unturned', 'ARK: Survival Evolved', 'Goat Simulator', 'Team Fortress 2']"
de_triggered,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
76561198071748311,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Azrafael,"['DOOM', 'The Incredible Adventures of Van Helsing', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Killing Floor 2']"
-Azsael-,"['Galactic Civilizations III', 'Tales from the Borderlands', 'Star Trek Online', 'Mount &amp; Blade: Warband', 'This War of Mine']"
76561198076301023,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
hoarbiscuit,"['Saints Row: The Third', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
bohgeraltofrivia,"['Borderlands: The Pre-Sequel', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive', 'Dead Sky']"
TeH-B-Rad,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
BAW_Killer,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
gamerdude7892,"['Fallout: New Vegas', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
2ez4medick,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
BBBirb,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Trove', 'Unturned']"
AgentXiri,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561197998761331,"['Fractured Space', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Arma 3']"
76561198064579722,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198096750939,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
potatoskins,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
crispymemesmantheyremyfavourite,"['Warframe', 'Trove', 'FTL: Faster Than Light', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198074409406,"['WARMODE', 'Team Fortress 2', 'Loadout', 'BLOCKADE 3D']"
H-Alo,"['Besiege', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'ARK: Survival Evolved']"
420Blz,"['Arma 3', 'Counter-Strike: Global Offensive', 'DayZ', ""Garry's Mod"", 'Rust']"
76561198076548816,"[""Monaco: What's Yours Is Mine"", 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
chillrend,"['Team Fortress 2', 'DayZ', 'Loadout', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
BarretaJrs,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Gborges,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
lukeyturley,"['Counter-Strike: Global Offensive', 'PlanetSide 2', 'Team Fortress 2', ""Garry's Mod""]"
PolygonCloud,"['Chronicle: RuneScape Legends', 'Puzzle Pirates', ""Squirt's Adventure"", 'Dragons and Titans', 'Final Rush']"
76561198095142204,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
BOB_200,"['My Name is Mayo', 'Geometry Wars: Retro Evolved', 'Freestyle 2: Street Basketball', 'Starbound']"
76561198070735033,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198018560501,"['Empire: Total War™', 'Team Fortress 2', 'Mount &amp; Blade: Warband', 'Company of Heroes 2']"
76561198069458790,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Fistful of Frags']"
76561198051148175,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198047208452,"['The Binding of Isaac', 'Far Cry 3', ""Bad Rats: the Rats' Revenge"", 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
generalale,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
brendoboy,"['Loadout', 'Warframe', 'Killing Floor', 'Team Fortress 2']"
76561198071234254,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Terraria', ""Garry's Mod""]"
76561198165870150,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561197988934555,"['Robocraft', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
Infixation,"['Rust', 'Tomb Raider', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198071162228,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198047304525,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561197994969639,"['Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Borderlands 2']"
JuanManSnipez,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Ben_Andy,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Bennysaputra,"['Counter-Strike', 'Counter-Strike: Global Offensive', 'Counter-Strike: Source', ""Garry's Mod""]"
76561198067021476,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198190487725,"['Rust', 'Counter-Strike: Global Offensive', 'SMITE®', ""Garry's Mod"", 'Team Fortress 2']"
76561198045071942,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Bhappiikhat,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Ahahahahahahahahahahahahahahaha,"['Clicker Heroes', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'AdVenture Capitalist']"
BITCHPLESE,"['Rust', 'Life is Strange - Episode 1', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Too_1337,"[""Garry's Mod"", 'Team Fortress 2', 'Half-Life 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
kinglemon1222,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198030636321,"['Cities: Skylines', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Middle-earth™: Shadow of Mordor™']"
76561198007342405,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
IJustWantedToTalk,"[""Garry's Mod"", 'Unturned', 'Left 4 Dead 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198081885254,"['Fistful of Frags', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
